id	flux
R00396    	-9.999223e+03
R03869    	0
R00782    	0
R02742    	0
R02340    	8.402433e-04
R00789    	0
R00376    	0
R00377    	0
R00378    	0
R05815    	4.920544e-07
R05814    	4.920544e-07
R00375    	0
R05811    	4.920544e-07
R05810    	4.920544e-07
R05813    	4.920544e-07
R05812    	4.920544e-07
R00751    	2.487700e-02
R02372    	0
R05617    	2.681057e-07
R01899    	0
R05612    	2.681057e-07
R05613    	2.681057e-07
R00369    	0
R05611    	2.681057e-07
R00362    	-2.539878e-02
R02765    	-5.909109e-02
R00762    	1.049776e-02
R05809    	4.920544e-07
R05808    	4.920544e-07
R00768    	9.098360e-05
R05807    	4.920544e-07
R00771    	-1.040677e-02
R00354    	0
R00355    	9.999300e+03
R02771    	0
R00357    	0
R02914    	0
R01880    	0
R02918    	0
R01676    	0
R01876    	1.695033e-26
R01878    	0
R03084    	8.405114e-04
R00086    	5.421094e+00
R00084    	1.342486e-06
R01870    	-3.447791e-03
R01665    	0
R01664    	0
R01867    	3.447791e-03
R01863    	3.839244e-27
R02100    	0
R02331    	0
R02332    	0
R02719    	0
R01655    	9.268929e-03
R01658    	1.368814e-03
R01857    	2.437800e-25
R01858    	0
R02328    	0
R01859    	5.909109e-02
R02327    	0
R02329    	0
R00999    	0
R02519    	1.043511e-02
R02326    	2.676164e-25
R02325    	0
R00996    	0
R10005    	0
R10004    	0
R10003    	2.681057e-07
R02530    	0
R02531    	0
R01648    	0
R02722    	0
R02521    	1.043511e-02
R02313    	8.336948e-03
R04509    	0
R00303    	1.019751e-02
R03045    	0
R03038    	0
R00586    	5.271909e-04
R03243    	2.171924e-03
R00585    	0
R03245    	5.476327e-03
R01168    	0
R06447    	0
R00582    	0
R03035    	1.978888e-06
R03027    	-8.336948e-03
R00578    	1.623380e-03
R00575    	0
R01175    	0
R03665    	0
R01177    	0
R01171    	8.676087e-19
R03067    	0
R00570    	-2.675519e-25
R00571    	2.344499e-03
R00573    	0
R01698    	1.184831e-01
R00566    	0
R00568    	0
R03260    	0
R03696    	0
R04798    	0
R04799    	0
R06613    	3.802007e-05
R02568    	0
R03815    	0
R00552    	0
R02571    	-8.336948e-03
R01196    	2.086274e-01
R01197    	-5.188621e-01
R01199    	1.009545e-02
R06411    	0
R02577    	0
R06412    	0
R00344    	0
R00549    	9.925273e-07
R00351    	4.578312e-01
R00548    	0
R03823    	0
R03269    	1.978888e-06
R00332    	2.346475e-03
R03425    	0
R00342    	5.987645e-01
R00533    	0
R03026    	0
R03661    	0
R03662    	0
R03663    	0
R03664    	0
R03457    	2.171924e-03
R03458    	1.484582e-06
R03459    	1.484582e-06
R03660    	0
R03659    	0
R03658    	0
R00529    	5.271909e-04
R03460    	8.405114e-04
R03655    	0
R03654    	0
R03657    	0
R03656    	0
R00330    	5.722322e-03
R03018    	1.978888e-06
R03013    	2.171924e-03
R03012    	2.171924e-03
R00316    	0
R03651    	0
R00516    	0
R03647    	0
R00517    	0
R03646    	0
R00511    	0
R03858    	0
R04520    	6.842728e-04
R03857    	0
R00512    	0
R03005    	2.220719e-06
R00513    	0
R04463    	3.549906e-03
R04859    	5.271909e-04
R03346    	0
R03348    	2.220719e-06
R04457    	2.969163e-06
R00908    	0
R00502    	0
R01220    	9.268929e-03
R01221    	-1.785588e-02
R00509    	5.271909e-04
R01214    	3.747191e-03
R01230    	2.345983e-03
R01231    	0
R01229    	0
R01228    	8.446337e-26
R01227    	0
R01226    	1.978888e-06
R00104    	1.047221e-06
R03102    	8.336948e-03
R01446    	0
R90000    	1.590001e+00
R01253    	-1.324002e-02
R90003    	5.227551e+00
R90004    	7.375849e-01
R90001    	3.023984e+00
R90002    	1.511992e+00
R90005    	0
R04224    	3.745212e-03
R04225    	4.525043e-02
R04233    	0
R04231    	0
R03314    	-1.324002e-02
R04230    	1.978888e-06
R90021    	0
R90022    	0
R90020    	0
R05341    	0
R01466    	0
R01465    	4.920544e-07
R90029    	0
R90027    	0
R90028    	0
R90025    	0
R90026    	0
R90023    	0
R90024    	0
R04095    	6.115049e-02
R04203    	4.525043e-02
R04097    	6.115049e-02
R01286    	0
R90010    	0
R01288    	0
R01287    	0
R90011    	0
R90016    	0
R90017    	0
R90018    	0
R01280    	0
R90019    	0
R04204    	4.525043e-02
R90012    	0
R90013    	0
R90014    	0
R04209    	-3.549906e-03
R04208    	3.549906e-03
R90015    	0
R04212    	0
R01279    	0
R02022    	-8.079365e-05
R00158    	3.447791e-03
R02023    	0
R00156    	3.619033e-03
R02024    	0
R02971    	0
R00985    	8.402433e-04
R02020    	-8.079365e-05
R02021    	5.271909e-04
R00986    	0
R01015    	1.202476e-02
R90046    	9.798581e-03
R00705    	0
R90045    	6.525036e-02
R90048    	7.822129e-03
R00704    	0
R00703    	0
R90047    	2.850443e-02
R90049    	1.370835e-02
R00708    	0
R05595    	0
R00707    	0
R00161    	9.925273e-07
R02019    	0
R90040    	1.021530e-02
R00160    	0
R90042    	0
R00702    	0
R02016    	1.292009e-03
R90041    	7.974935e-03
R02018    	3.802007e-05
R90044    	3.382049e-02
R02017    	0
R90043    	4.747463e-02
R00970    	0
R90037    	0
R90036    	3.759577e-02
R90035    	9.200643e-02
R01010    	6.842728e-04
R90039    	-1.885584e-26
R90038    	-3.683101e-27
R90033    	1.091747e-02
R90032    	5.050074e-03
R00177    	5.905403e-06
R90031    	0
R90030    	0
R00965    	3.447791e-03
R00966    	0
R00963    	1.695033e-26
R00964    	0
R00962    	0
R05180    	0
R05181    	0
R00969    	0
R01036    	0
R01039    	-9.999999e+03
R00967    	0
R00968    	0
R90068    	0
R90067    	0
R05578    	1.073989e-05
R05577    	0
R90069    	3.450520e-03
R90064    	6.842728e-04
R00188    	5.271909e-04
R90063    	-1.202416e-01
R90066    	8.163187e-02
R90065    	0
