id	flux
R00396    	-9.996631e+03
R03869    	0
R00782    	0
R02742    	0
R02340    	1.590020e-03
R00789    	0
R00376    	0
R00377    	0
R00378    	0
R05815    	9.311308e-07
R05814    	9.311308e-07
R00375    	0
R05811    	9.311308e-07
R05810    	9.311308e-07
R05813    	9.311308e-07
R05812    	9.311308e-07
R00751    	1.351566e-01
R02372    	0
R05617    	5.073453e-07
R01899    	0
R05612    	5.073453e-07
R05613    	5.073453e-07
R00369    	0
R05611    	5.073453e-07
R00362    	-1.361439e-01
R02765    	-3.164273e-01
R00762    	1.986526e-02
R05809    	9.311308e-07
R05808    	9.311308e-07
R00768    	1.721713e-04
R05807    	9.311308e-07
R00771    	-1.969308e-02
R00354    	0
R00355    	9.996057e+03
R02771    	0
R00357    	0
R02914    	0
R01880    	0
R02918    	0
R01676    	0
R01876    	3.345082e-21
R01878    	0
R03084    	1.590528e-03
R00086    	2.701013e+01
R00084    	2.540430e-06
R01870    	-6.524369e-03
R01665    	0
R01664    	0
R01867    	6.524369e-03
R01863    	0
R02100    	0
R02331    	-7.194664e-05
R02332    	0
R02719    	0
R01655    	1.753990e-02
R01658    	2.590251e-03
R01857    	0
R01858    	0
R02328    	0
R01859    	3.164273e-01
R02327    	0
R02329    	0
R00999    	0
R02519    	5.999503e-02
R02326    	1.528885e-04
R02325    	0
R00996    	0
R10005    	0
R10004    	0
R10003    	5.073453e-07
R02530    	0
R02531    	0
R01648    	0
R02722    	0
R02521    	5.999503e-02
R02313    	4.734237e-02
R04509    	0
R00303    	1.929709e-02
R03045    	0
R03038    	0
R00586    	9.976208e-04
R03243    	4.110004e-03
R00585    	0
R03245    	1.036304e-02
R01168    	0
R06447    	0
R00582    	0
R03035    	3.744716e-06
R03027    	0
R00578    	3.071976e-03
R00575    	0
R01175    	0
R03665    	0
R01177    	0
R01171    	2.566402e-21
R03067    	0
R00570    	-1.491438e-04
R00571    	4.436572e-03
R00573    	0
R01698    	6.282758e-01
R00566    	0
R00568    	0
R03260    	0
R03696    	0
R04798    	0
R04799    	0
R06613    	7.194664e-05
R02568    	0
R03815    	0
R00552    	0
R02571    	-4.734237e-02
R01196    	2.522580e-01
R01197    	-2.578354e+00
R01199    	5.283981e-02
R06411    	0
R02577    	0
R06412    	0
R00344    	0
R00549    	1.878192e-06
R00351    	2.206582e+00
R00548    	0
R03823    	0
R03269    	3.744716e-06
R00332    	4.440313e-03
R03425    	0
R00342    	2.974412e+00
R00533    	0
R03026    	4.734237e-02
R03661    	0
R03662    	0
R03663    	0
R03664    	0
R03457    	4.110004e-03
R03458    	2.809323e-06
R03459    	2.809323e-06
R03660    	0
R03659    	0
R03658    	0
R00529    	9.976208e-04
R03460    	1.590528e-03
R03655    	0
R03654    	0
R03657    	0
R03656    	0
R00330    	1.082854e-02
R03018    	3.744716e-06
R03013    	4.110004e-03
R03012    	4.110004e-03
R00316    	0
R03651    	0
R00516    	0
R03647    	0
R00517    	0
R03646    	0
R00511    	0
R03858    	0
R04520    	1.294872e-03
R03857    	0
R00512    	0
R03005    	4.202340e-06
R00513    	0
R04463    	6.717604e-03
R04859    	9.976208e-04
R03346    	0
R03348    	4.202340e-06
R04457    	5.618646e-06
R00908    	5.875316e-01
R00502    	0
R01220    	1.753990e-02
R01221    	-9.296896e-02
R00509    	9.976208e-04
R01214    	3.126194e-02
R01230    	4.439382e-03
R01231    	0
R01229    	0
R01228    	-9.644181e-24
R01227    	0
R01226    	3.744716e-06
R00104    	1.981691e-06
R03102    	4.734237e-02
R01446    	0
R90000    	8.316519e+00
R01253    	-7.708117e-02
R90003    	2.549089e+01
R90004    	2.883452e+00
R90001    	1.472296e+01
R90002    	7.361479e+00
R90005    	0
R04224    	3.125820e-02
R04225    	2.323293e-01
R04233    	3.744716e-06
R04231    	0
R03314    	-7.708117e-02
R04230    	0
R90021    	0
R90022    	0
R90020    	0
R05341    	0
R01466    	0
R01465    	9.311308e-07
R90029    	0
R90027    	0
R90028    	0
R90025    	0
R90026    	0
R90023    	0
R90024    	0
R04095    	3.173459e-01
R04203    	2.323293e-01
R04097    	3.173459e-01
R01286    	0
R90010    	0
R01288    	0
R01287    	0
R90011    	0
R90016    	0
R90017    	0
R90018    	0
R01280    	0
R90019    	0
R04204    	2.323293e-01
R90012    	0
R90013    	0
R90014    	0
R04209    	-6.717604e-03
R04208    	6.717604e-03
R90015    	0
R04212    	0
R01279    	0
R02022    	0
R00158    	6.524369e-03
R02023    	-7.194664e-05
R00156    	6.920362e-03
R02024    	1.528885e-04
R02971    	0
R00985    	1.590020e-03
R02020    	-1.528885e-04
R02021    	9.976208e-04
R00986    	0
R01015    	2.275486e-02
R90046    	4.882058e-02
R00705    	5.875316e-01
R90045    	3.251043e-01
R90048    	3.897308e-02
R00704    	0
R00703    	0
R90047    	1.420209e-01
R90049    	6.830069e-02
R00708    	0
R05595    	0
R00707    	0
R00161    	1.878192e-06
R02019    	0
R90040    	5.089683e-02
R00160    	0
R90042    	-4.789684e-26
R00702    	0
R02016    	2.444912e-03
R90041    	3.973442e-02
R02018    	0
R90044    	1.685077e-01
R02017    	0
R90043    	2.365382e-01
R00970    	0
R90037    	0
R90036    	1.873177e-01
R90035    	0
R01010    	1.294872e-03
R90039    	1.245026e-26
R90038    	1.297855e-25
R90033    	5.439535e-02
R90032    	2.516156e-02
R00177    	1.117499e-05
R90031    	0
R90030    	0
R00965    	6.524369e-03
R00966    	0
R00963    	0
R00964    	0
R00962    	0
R05180    	1.313010e-29
R05181    	1.312627e-29
R00969    	0
R01036    	0
R01039    	-9.999999e+03
R00967    	0
R00968    	0
R90068    	0
R90067    	0
R05578    	2.032344e-05
R05577    	0
R90069    	6.529534e-03
R90064    	1.294872e-03
R00188    	9.976208e-04
R90063    	-6.337733e-01
R90066    	1.544747e-01
R90065    	0
R90060    	3.522985e+00
R00183    	0
R90062    	0
R90061    	0
R05177    	1.312262e-29
R01818    	0
R00189    	4.202340e-06
R02058    	1.721713e-04
R00959    	-3.959932e-04
R01034    	10000
R00190    	-1.690849e-23
R90059    	9.311308e-07
R90058    	0
R90057    	5.562393e-06
R90056    	9.654274e-06
R90055    	1.376395e-03
R90054    	1.358053e-02
R00199    	4.262062e-02
R90053    	0
R90052    	0
R90050    	1.609299e-06
R00192    	1.117499e-05
ER00023   	2.516156e-02
R04030    	5.073453e-07
ER00024   	-4.870327e+00
R02061    	2.590251e-03
ER00025   	-9.978517e+03
R00945    	-7.535014e-02
ER00020   	0
ER00021   	2.365382e-01
ER00022   	1.609299e-06
R04037    	4.110004e-03
R04035    	4.110004e-03
ER00027   	-6.644981e+00
R02063    	0
R02257    	0
ER00028   	7.484234e+00
R00943    	8.427969e-06
R02065    	0
R04031    	-5.073453e-07
R90091    	0
R90081    	0
R90082    	0
R00742    	0
R90083    	0
R90084    	0
R90085    	0
R00121    	-4.988104e-04
R90086    	0
R90087    	0
R90088    	0
R90089    	0
R05553    	0
R05555    	0
ER00014   	0
R00935    	3.125820e-02
ER00015   	8.388721e-02
ER00012   	0
R05150    	1.312501e-29
ER00013   	1.873177e-01
ER00010   	6.830069e-02
R00939    	9.654274e-06
ER00011   	1.685077e-01
R00124    	-10000
R90080    	0
ER00018   	1.358053e-02
R00127    	8.302327e-02
ER00019   	0
ER00016   	1.420209e-01
ER00017   	0
R90072    	7.484234e+00
R90073    	0
R90070    	-4.870327e+00
R90071    	-6.644981e+00
R00130    	3.744716e-06
R90076    	0
R90077    	0
R90074    	-1.315486e+00
R00734    	2.369837e-02
R90075    	0
R02272    	2.032344e-05
R90078    	0
R90079    	0
R00927    	2.323293e-01
ER00000   	0
ER00001   	1.376395e-03
R00926    	0
ER00002   	4.882058e-02
R00924    	0
ER00003   	0
R02082    	1.036304e-02
ER00004   	0
R02003    	2.590251e-03
R02085    	-3.173459e-01
ER00005   	3.897308e-02
ER00006   	3.251043e-01
R05145    	0
ER00007   	5.439535e-02
R00138    	0
ER00008   	3.973442e-02
ER00009   	5.089683e-02
R00137    	0
R02088    	0
R05149    	0
R02984    	0
R00722    	0
R02285    	0
R02288    	0
R01001    	0
R02094    	7.194664e-05
R02014    	-7.194664e-05
R02093    	7.194664e-05
R02091    	0
R02098    	-7.194664e-05
R00149    	1.305390e-02
R02097    	0
R02096    	0
R04800    	0
R04292    	4.202340e-06
R02099    	0
R00710    	1.351575e-01
R90098    	0
R90099    	0
R00711    	0
R90097    	0
R00713    	0
R90094    	0
R90095    	0
R90092    	1.590528e-03
R00150    	0
R02297    	0
R90093    	0
R00714    	0
R02291    	1.579353e-03
R02292    	0
R00716    	4.734237e-02
R01737    	1.895275e-02
R01731    	0
R01734    	-9.311308e-07
R01736    	0
R00489    	5.875353e-01
R02487    	4.734237e-02
R01728    	3.629665e-02
R02485    	0
R00885    	0
R00481    	4.202340e-06
R00480    	1.579353e-03
R01724    	9.311308e-07
R05048    	0
R00479    	6.690411e-21
R05046    	0
R00891    	0
R01090    	3.173459e-01
R02472    	-3.744716e-06
R00897    	0
R00896    	0
R02473    	3.744716e-06
R01752    	0
R03990    	0
R03991    	0
R03194    	2.540430e-06
R02864    	1.609299e-06
R02872    	0
R07280    	2.809323e-06
R07281    	5.618646e-06
R01073    	1.590020e-03
R01072    	6.717604e-03
R01776    	-1.117499e-05
R01775    	1.117499e-05
R01074    	0
R01071    	4.110004e-03
R01070    	-10000
R06977    	0
R01975    	-4.734237e-02
R01976    	0
R01977    	0
R01978    	0
R01086    	6.529534e-03
R01083    	6.388227e-03
R02237    	0
R01082    	-2.974412e+00
R02236    	-9.654274e-06
R02245    	1.036304e-02
R01968    	0
R01771    	0
R01056    	-1.894713e-02
R01051    	0
R01993    	-6.524369e-03
R01049    	1.894713e-02
R01068    	9.999979e+03
R01066    	0
R01061    	-4.103009e-02
R02413    	-1.590528e-03
R02412    	1.590528e-03
R05064    	3.125820e-02
R05066    	3.125820e-02
R01058    	0
R00691    	0
R02408    	0
R00405    	-2.527804e+00
R00694    	3.629665e-02
R00408    	2.894782e+00
ER00086   	-1.315486e+00
ER00095   	1.544747e-01
ER00093   	0
R03145    	0
R02685    	0
ER00083   	9.311308e-07
R03530    	0
R00674    	1.590020e-03
R00673    	0
R03132    	0
R00425    	2.809323e-06
R00420    	0
R00428    	0
R03905    	0
R00430    	0
R02662    	3.125820e-02
R02661    	3.125820e-02
R02660    	0
R03509    	1.590020e-03
R03508    	1.590020e-03
R00414    	0
R00410    	3.669779e-01
R03503    	0
ER00096   	0
R03504    	0
R01290    	1.117499e-05
R06558    	0
R04620    	0
R04621    	0
ER00048   	9.654274e-06
R00443    	0
R00442    	0
ER00049   	5.562393e-06
R03181    	5.999503e-02
R03778    	0
R03777    	0
R00439    	0
R04639    	0
R04638    	0
R00438    	0
R00437    	0
R00435    	0
R04640    	4.110004e-03
R00440    	0
R00441    	0
R03174    	2.323293e-01
R03172    	2.323293e-01
R03170    	0
R00671    	0
R00472    	0
R03165    	2.540430e-06
R06529    	0
