id	flux
R00396    	10000
R03869    	0
R00782    	0
R02742    	0
R02340    	3.098937e-04
R00789    	0
R00376    	0
R00377    	0
R00378    	0
R05815    	1.814767e-07
R05814    	1.814767e-07
R00375    	0
R05811    	1.814767e-07
R05810    	1.814767e-07
R05813    	1.814767e-07
R05812    	1.814767e-07
R00751    	9.174995e-03
R02372    	0
R05617    	9.888122e-08
R01899    	0
R05612    	9.888122e-08
R05613    	9.888122e-08
R00369    	0
R05611    	9.888122e-08
R00362    	-9.367434e-03
R02765    	-2.179364e-02
R00762    	3.871723e-03
R05809    	1.814767e-07
R05808    	1.814767e-07
R00768    	3.355605e-05
R05807    	1.814767e-07
R00771    	-3.838167e-03
R00354    	0
R00355    	-9.999972e+03
R02771    	0
R00357    	0
R02914    	0
R01880    	0
R02918    	0
R01676    	0
R01876    	0
R01878    	0
R03084    	3.099926e-04
R00086    	1.999377e+00
R00084    	4.951279e-07
R01870    	-1.271595e-03
R01665    	0
R01664    	0
R01867    	1.271595e-03
R01863    	6.548333e-26
R02100    	0
R02331    	0
R02332    	0
R02719    	0
R01655    	3.418514e-03
R01658    	5.048381e-04
R01857    	0
R01858    	0
R02328    	0
R01859    	2.179364e-02
R02327    	0
R02329    	0
R00999    	0
R02519    	3.848617e-03
R02326    	0
R02325    	0
R00996    	0
R10005    	0
R10004    	0
R10003    	9.888122e-08
R02530    	0
R02531    	0
R01648    	0
R02722    	0
R02521    	3.848617e-03
R02313    	3.074786e-03
R04509    	0
R00303    	3.760989e-03
R03045    	0
R03038    	0
R00586    	1.944355e-04
R03243    	8.010368e-04
R00585    	0
R03245    	2.019748e-03
R01168    	0
R06447    	0
R00582    	0
R03035    	7.298423e-07
R03027    	-3.074786e-03
R00578    	5.987258e-04
R00575    	0
R01175    	0
R03665    	0
R01177    	0
R01171    	-8.639242e-20
R03067    	0
R00570    	0
R00571    	8.646846e-04
R00573    	0
R01698    	4.369825e-02
R00566    	0
R00568    	0
R03260    	0
R03696    	0
R04798    	0
R04799    	0
R06613    	1.402235e-05
R02568    	0
R03815    	0
R00552    	0
R02571    	-3.074786e-03
R01196    	7.694477e-02
R01197    	-1.913638e-01
R01199    	3.723347e-03
R06411    	0
R02577    	0
R06412    	0
R00344    	0
R00549    	3.660583e-07
R00351    	1.688547e-01
R00548    	0
R03823    	0
R03269    	7.298423e-07
R00332    	8.654136e-04
R03425    	0
R00342    	2.208329e-01
R00533    	0
R03026    	0
R03661    	0
R03662    	0
R03663    	0
R03664    	0
R03457    	8.010368e-04
R03458    	5.475350e-07
R03459    	5.475350e-07
R03660    	0
R03659    	0
R03658    	0
R00529    	1.944355e-04
R03460    	3.099926e-04
R03655    	0
R03654    	0
R03657    	0
R03656    	0
R00330    	2.110474e-03
R03018    	7.298423e-07
R03013    	8.010368e-04
R03012    	8.010368e-04
R00316    	0
R03651    	0
R00516    	0
R03647    	0
R00517    	0
R03646    	0
R00511    	0
R03858    	0
R04520    	2.523696e-04
R03857    	0
R00512    	0
R03005    	8.190331e-07
R00513    	0
R04463    	1.309256e-03
R04859    	1.944355e-04
R03346    	0
R03348    	8.190331e-07
R04457    	1.095070e-06
R00908    	0
R00502    	0
R01220    	3.418514e-03
R01221    	-6.585503e-03
R00509    	1.944355e-04
R01214    	1.382018e-03
R01230    	8.652322e-04
R01231    	0
R01229    	0
R01228    	8.223661e-24
R01227    	0
R01226    	7.298423e-07
R00104    	3.862300e-07
R03102    	3.074786e-03
R01446    	0
R90000    	5.864151e-01
R01253    	-4.883110e-03
R90003    	1.927996e+00
R90004    	2.720319e-01
R90001    	1.115289e+00
R90002    	5.576443e-01
R90005    	0
R04224    	1.381288e-03
R04225    	1.668901e-02
R04233    	0
R04231    	0
R03314    	-4.883110e-03
R04230    	7.298423e-07
R90021    	0
R90022    	0
R90020    	0
R05341    	0
R01466    	3.979735e-27
R01465    	1.814767e-07
R90029    	0
R90027    	0
R90028    	0
R90025    	0
R90026    	0
R90023    	0
R90024    	0
R04095    	2.255317e-02
R04203    	1.668901e-02
R04097    	2.255317e-02
R01286    	0
R90010    	0
R01288    	0
R01287    	0
R90011    	0
R90016    	0
R90017    	0
R90018    	0
R01280    	0
R90019    	0
R04204    	1.668901e-02
R90012    	0
R90013    	0
R90014    	0
R04209    	-1.309256e-03
R04208    	1.309256e-03
R90015    	0
R04212    	0
R01279    	0
R02022    	-2.979786e-05
R00158    	1.271595e-03
R02023    	0
R00156    	1.334751e-03
R02024    	0
R02971    	0
R00985    	3.098937e-04
R02020    	-2.979786e-05
R02021    	1.944355e-04
R00986    	0
R01015    	4.434905e-03
R90046    	3.613857e-03
R00705    	0
R90045    	2.406527e-02
R90048    	2.884913e-03
R00704    	0
R00703    	0
R90047    	1.051284e-02
R90049    	5.055837e-03
R00708    	0
R05595    	0
R00707    	0
R00161    	3.660583e-07
R02019    	0
R90040    	3.767548e-03
R00160    	0
R90042    	0
R00702    	0
R02016    	4.765115e-04
R90041    	2.941270e-03
R02018    	1.402235e-05
R90044    	1.247348e-02
R02017    	0
R90043    	1.750932e-02
R00970    	0
R90037    	0
R90036    	1.386586e-02
R90035    	3.393329e-02
R01010    	2.523696e-04
R90039    	-9.021931e-27
R90038    	-2.806172e-27
R90033    	4.026519e-03
R90032    	1.862540e-03
R00177    	2.177997e-06
R90031    	0
R90030    	0
R00965    	1.271595e-03
R00966    	0
R00963    	0
R00964    	0
R00962    	0
R05180    	0
R05181    	0
R00969    	0
R01036    	0
R01039    	-1.000000e+04
R00967    	0
R00968    	0
R90068    	0
R90067    	0
R05578    	3.961023e-06
R05577    	0
R90069    	1.272601e-03
R90064    	2.523696e-04
R00188    	1.944355e-04
R90063    	-4.434681e-02
R90066    	3.010700e-02
R90065    	0
R90060    	2.568416e-01
R00183    	0
R90062    	0
R90061    	0
R05177    	0
R01818    	0
R00189    	8.190331e-07
R02058    	3.355605e-05
R00959    	-7.717877e-05
R01034    	10000
R00190    	6.800656e-27
R90059    	1.814767e-07
R90058    	0
R90057    	1.084106e-06
R90056    	1.881611e-06
R90055    	2.682583e-04
R90054    	2.646835e-03
R00199    	0
R90053    	0
R90052    	0
R90050    	3.136512e-07
R00192    	2.177997e-06
ER00023   	1.862540e-03
R04030    	9.888122e-08
ER00024   	-3.868064e-01
R02061    	5.048381e-04
ER00025   	-9.998331e+03
R00945    	-3.151608e-03
ER00020   	0
ER00021   	1.750932e-02
ER00022   	3.136512e-07
R04037    	8.010368e-04
R04035    	8.010368e-04
ER00027   	-5.358785e-01
R02063    	0
R02257    	0
ER00028   	5.658806e-01
R00943    	1.642605e-06
R02065    	0
R04031    	-9.888122e-08
R90091    	0
R90081    	0
R90082    	0
R00742    	0
R90083    	0
R90084    	0
R90085    	0
R00121    	-9.721777e-05
R90086    	0
R90087    	0
R90088    	0
R90089    	0
R05553    	0
R05555    	0
ER00014   	0
R00935    	1.381288e-03
ER00015   	6.209602e-03
ER00012   	0
R05150    	0
ER00013   	1.386586e-02
ER00010   	5.055837e-03
R00939    	1.881611e-06
ER00011   	1.247348e-02
R00124    	-10000
R90080    	0
ER00018   	2.646835e-03
R00127    	1.618117e-02
ER00019   	0
ER00016   	1.051284e-02
ER00017   	3.393329e-02
R90072    	5.658806e-01
R90073    	0
R90070    	-3.868064e-01
R90071    	-5.358785e-01
R00130    	7.298423e-07
R90076    	0
R90077    	0
R90074    	-1.065218e-01
R00734    	1.577366e-03
R90075    	0
R02272    	3.961023e-06
R90078    	0
R90079    	0
R00927    	1.668901e-02
ER00000   	0
ER00001   	2.682583e-04
R00926    	0
ER00002   	3.613857e-03
R00924    	0
ER00003   	0
R02082    	2.019748e-03
ER00004   	0
R02003    	5.048381e-04
R02085    	-2.255317e-02
ER00005   	2.884913e-03
ER00006   	2.406527e-02
R05145    	0
ER00007   	4.026519e-03
R00138    	0
ER00008   	2.941270e-03
ER00009   	3.767548e-03
R00137    	0
R02088    	0
R05149    	0
R02984    	0
R00722    	0
R02285    	0
R02288    	0
R01001    	0
R02094    	1.402235e-05
R02014    	-1.402235e-05
R02093    	1.402235e-05
R02091    	0
R02098    	-1.402235e-05
R00149    	2.544196e-03
R02097    	0
R02096    	0
R04800    	0
R04292    	8.190331e-07
R02099    	0
R00710    	9.175177e-03
R90098    	0
R90099    	0
R00711    	0
R90097    	0
R00713    	0
R90094    	0
R90095    	0
R90092    	3.099926e-04
R00150    	0
R02297    	0
R90093    	0
R00714    	0
R02291    	3.078146e-04
R02292    	0
R00716    	3.074786e-03
R01737    	3.693877e-03
R01731    	0
R01734    	-1.814767e-07
R01736    	0
R00489    	7.298423e-07
R02487    	3.074786e-03
R01728    	2.271251e-03
R02485    	0
R00885    	0
R00481    	8.190331e-07
R00480    	3.078146e-04
R01724    	1.814767e-07
R05048    	0
R00479    	-9.243766e-24
R05046    	0
R00891    	0
R01090    	2.255317e-02
R02472    	-7.298423e-07
R00897    	0
