	-10000	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	-10000	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	-10000	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	-10000	10000
	-10000	10000
	-10000	10000
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	-10000	10000
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	-10000	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	-10000	10000
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	-10000	10000
	-10000	10000
	-10000	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	-10000	1.1
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	-10000	10000
	-10000	0
	-10000	3.5
	-10000	0.0082
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	-10000	0
	0	10000
	-10000	0
	-10000	0
	-10000	10000
	-10000	0
	-10000	0
	-10000	10000
	-10000	5.7
	-10000	10000
	0	10000
	-10000	4
	-10000	10000
	-10000	1
	-10000	4.2
	-10000	0
	-10000	10000
	-10000	10000
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	-10000	0
	-10000	40.0084
	-10000	10000
	-10000	0
	-10000	10000
	-10000	0
	-10000	10000
	-10000	2.3
	0	10000
	-10000	10000
	-10000	2.1
	-10000	6
	-10000	10000
	-10000	1.3
	0	10000
	-10000	0.6
	-10000	1.5
	0	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	-10000	10000
	-10000	10000
	-10000	10000
	-10000	10000
	-10000	10000
	-10000	10000
	-10000	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	-10000	10000
	-10000	10000
	-10000	10000
	-10000	10000
	-10000	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	-10000	10000
	-10000	0
	-10000	4000
	-10000	0.002
	0	10000
	-10000	10000
	-10000	1
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	-10000	28
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	0.01
	0	10000
	0	10000
	-10000	0.015
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	-10000	0
	-10000	0
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	-10000	4000
	0	10000
	-10000	0
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	-10000	0
	0	10000
	0	10000
	-10000	0
	0	10000
	0	10000
	-10000	0
	-10000	0
	-10000	0
	-10000	0
	-10000	0
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	-10000	0
	-10000	10000
	-10000	10000
	-10000	10000
	-10000	0
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	-10000	10000
	-10000	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	-10000	0
	-10000	0
	0	10000
	-10000	0
	0	10000
	-10000	0
	-10000	10000
	-10000	0
	0	10000
	-10000	0
	-10000	0
	-10000	0
	-10000	0
	-10000	0
	0	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	0	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	-10000	10000
	-10000	10000
	0	10000
	-10000	10000
	0	10000
	-10000	10000
	-10000	10000
	-10000	10000
	-10000	10000
	-10000	10000
	-10000	10000
	0	10000
	0	10000
	-10000	10000
